time	wsp	wdir
0:0:4	8.10	346
0:0:7	10.80	347
0:0:10	9.90	346
0:0:13	9.90	346
0:0:16	9.90	347
0:0:19	9.90	347
0:0:22	10.80	346
0:0:25	9.90	347
0:0:28	9.90	345
0:0:31	9.90	346
0:0:34	10.80	346
0:0:37	10.80	346
0:0:40	9.90	346
0:0:43	10.80	347
0:0:46	10.80	346
0:0:49	9.90	346
0:0:52	9.90	345
0:0:55	9.90	346
0:0:58	10.80	347
0:1:1	9.90	347
0:1:4	10.80	347
0:1:7	9.90	346
0:1:10	9.90	346
0:1:13	10.80	346
0:1:16	9.90	346
0:1:19	9.90	347
0:1:22	10.80	346
0:1:25	10.80	345
0:1:28	9.90	346
0:1:31	10.80	346
0:1:34	10.80	347
0:1:37	9.90	347
0:1:40	11.70	346
0:1:43	9.90	346
0:1:46	11.70	346
0:1:49	10.80	346
0:1:52	10.80	346
0:1:55	10.80	346
0:1:58	10.80	346
0:2:1	10.80	346
0:2:4	10.80	346
0:2:7	9.90	346
0:2:10	10.80	346
0:2:13	9.90	346
0:2:16	10.80	347
0:2:19	10.80	346
0:2:22	10.80	346
0:2:25	10.80	346
0:2:28	10.80	346
0:2:31	11.70	346
0:2:34	10.80	347
0:2:37	10.80	346
0:2:40	10.80	346
0:2:43	9.90	346
0:2:46	10.80	347
0:2:49	10.80	346
0:2:52	9.90	346
0:2:55	9.00	347
0:2:58	9.90	347
0:3:1	10.80	346
0:3:4	10.80	347
0:3:7	10.80	346
0:3:10	9.90	346
0:3:13	10.80	346
0:3:16	9.90	346
0:3:19	10.80	346
0:3:22	10.80	347
0:3:25	10.80	346
0:3:28	9.90	346
0:3:31	9.90	347
0:3:34	9.90	346
0:3:37	10.80	346
0:3:40	10.80	346
0:3:43	10.80	346
0:3:46	11.70	346
0:3:49	10.80	346
0:3:52	10.80	346
0:3:55	10.80	346
0:3:58	9.90	346
0:4:1	9.90	347
0:4:4	10.80	347
0:4:7	11.70	346
0:4:10	10.80	346
0:4:13	11.70	346
0:4:16	10.80	346
0:4:19	10.80	346
0:4:22	9.90	346
0:4:25	11.70	346
0:4:28	10.80	346
0:4:31	9.90	346
0:4:34	10.80	346
0:4:37	9.90	346
0:4:40	10.80	346
0:4:43	10.80	346
0:4:46	9.90	346
0:4:49	10.80	346
0:4:52	9.90	345
0:4:55	10.80	346
0:4:58	10.80	346
0:5:1	10.80	346
0:5:4	10.80	346
0:5:7	10.80	345
0:5:10	9.90	346
0:5:13	9.00	346
0:5:16	9.00	346
0:5:19	9.90	346
