time	wsp	wdir
0:7:46	5.40	44
0:7:49	6.30	45
0:7:52	5.40	45
0:7:55	5.40	45
0:7:58	5.40	44
0:8:1	5.40	45
0:8:4	5.40	45
0:8:7	6.30	45
0:8:10	6.30	44
0:8:13	5.40	45
0:8:16	6.30	45
0:8:19	5.40	45
0:8:22	6.30	45
0:8:25	5.40	45
0:8:28	5.40	45
0:8:31	6.30	44
0:8:34	5.40	44
0:8:37	5.40	45
0:8:40	5.40	45
0:8:43	6.30	44
0:8:46	5.40	44
0:8:49	6.30	44
0:8:52	5.40	45
0:8:55	4.50	44
0:8:58	5.40	45
0:9:1	6.30	45
0:9:4	5.40	44
0:9:7	5.40	44
0:9:10	5.40	44
0:9:13	5.40	44
0:9:16	5.40	44
0:9:19	5.40	44
0:9:22	5.40	44
0:9:25	5.40	44
0:9:28	6.30	45
0:9:31	5.40	44
0:9:34	5.40	44
0:9:37	5.40	44
0:9:40	5.40	44
0:9:43	5.40	45
0:9:46	6.30	45
0:9:49	5.40	44
0:9:52	5.40	44
0:9:55	5.40	44
0:9:58	5.40	44
0:10:1	5.40	45
0:10:4	6.30	45
0:10:7	6.30	45
0:10:10	5.40	44
0:10:13	6.30	45
0:10:16	5.40	44
0:10:19	5.40	45
0:10:22	6.30	45
0:10:25	5.40	44
0:10:28	5.40	45
0:10:31	5.40	44
0:10:34	5.40	44
0:10:37	3.60	44
0:10:40	2.70	44
0:10:43	2.70	44
0:10:46	2.70	44
0:10:49	2.70	44
0:10:52	2.70	44
0:10:55	2.70	44
0:10:58	2.70	44
0:11:1	2.70	44
0:11:4	2.70	44
0:11:7	2.70	44
0:11:10	3.60	45
0:11:13	2.70	45
0:11:16	3.60	45
0:11:19	2.70	45
0:11:22	3.60	45
0:11:25	2.70	45
0:11:28	2.70	45
0:11:31	2.70	45
0:11:34	2.70	45
0:11:37	3.60	45
0:11:40	3.60	45
0:11:43	2.70	45
0:11:46	3.60	45
0:11:49	3.60	45
0:11:52	3.60	45
0:11:55	2.70	45
0:11:58	3.60	45
0:12:1	3.60	45
0:12:4	3.60	45
0:12:7	3.60	45
0:12:10	2.70	45
0:12:13	3.60	45
0:12:16	2.70	45
0:12:19	2.70	45
0:12:22	3.60	45
0:12:25	2.70	45
0:12:28	2.70	45
0:12:31	3.60	45
0:12:34	2.70	45
0:12:37	3.60	45
0:12:40	2.70	45
0:12:43	3.60	45
0:12:46	2.70	45
0:12:49	3.60	45
0:12:52	2.70	45
0:12:55	2.70	45
0:12:58	2.70	45
0:13:1	3.60	45
0:13:4	2.70	45
0:13:7	3.60	45
0:13:10	2.70	45
0:13:13	2.70	45
0:13:16	2.70	45
0:13:19	2.70	45
0:13:22	2.70	45
0:13:25	2.70	45
0:13:28	2.70	45
0:13:31	2.70	45
0:13:34	3.60	45
0:13:37	2.70	45
0:13:40	2.70	45
0:13:43	3.60	45
0:13:46	2.70	45
0:13:49	2.70	45
0:13:52	2.70	45
0:13:55	2.70	45
0:13:58	3.60	45
0:14:1	2.70	45
0:14:4	3.60	45
0:14:7	2.70	45
0:14:10	3.60	45
0:14:13	3.60	45
0:14:16	3.60	45
0:14:19	3.60	45
0:14:22	2.70	45
0:14:25	2.70	45
0:14:28	3.60	45
0:14:31	2.70	45
0:14:34	3.60	45
0:14:37	2.70	45
0:14:40	3.60	45
0:14:43	2.70	45
0:14:46	2.70	45
0:14:49	2.70	45
0:14:52	3.60	45
0:14:55	2.70	45
0:14:58	3.60	45
0:15:1	2.70	45
0:15:4	2.70	45
0:15:7	3.60	45
0:15:10	2.70	45
0:15:13	3.60	45
0:15:16	2.70	45
0:15:19	3.60	45
0:15:22	3.60	45
0:15:25	2.70	45
0:15:28	2.70	45
0:15:31	3.60	45
0:15:34	2.70	45
