time	wsp	wdir
0:0:4	9.00	337
0:0:7	9.00	339
0:0:10	9.90	339
0:0:13	9.90	337
0:0:16	9.90	336
0:0:19	9.90	338
0:0:22	10.80	337
0:0:25	9.90	337
0:0:28	10.80	337
0:0:31	10.80	337
0:0:34	10.80	337
0:0:37	9.90	337
0:0:40	9.90	337
0:0:43	10.80	337
0:0:46	10.80	336
0:0:49	9.90	337
0:0:52	9.90	337
0:0:55	10.80	337
0:0:58	10.80	337
0:1:1	11.70	336
0:1:4	11.70	336
0:1:7	10.80	336
0:1:10	9.90	337
0:1:13	11.70	336
0:1:16	10.80	337
0:1:19	11.70	337
0:1:22	10.80	337
0:1:25	10.80	337
0:1:28	10.80	336
0:1:31	11.70	337
0:1:34	10.80	336
0:1:37	10.80	337
0:1:40	11.70	338
0:1:43	10.80	337
0:1:46	11.70	337
0:1:49	10.80	337
0:1:52	11.70	336
0:1:55	10.80	336
0:1:58	11.70	336
0:2:1	11.70	336
0:2:4	11.70	336
0:2:7	11.70	336
0:2:10	11.70	336
0:2:13	11.70	336
0:2:16	11.70	336
0:2:19	10.80	336
0:2:22	11.70	337
0:2:25	10.80	337
0:2:28	11.70	337
0:2:31	10.80	336
0:2:34	11.70	336
0:2:37	10.80	336
0:2:40	11.70	336
0:2:43	10.80	336
0:2:46	10.80	336
0:2:49	11.70	336
0:2:52	10.80	336
0:2:55	11.70	335
0:2:58	10.80	337
0:3:1	10.80	336
0:3:4	10.80	336
0:3:7	9.90	335
0:3:10	10.80	336
0:3:13	10.80	336
0:3:16	9.90	335
0:3:19	9.90	336
0:3:22	9.90	336
0:3:25	9.90	336
0:3:28	9.90	336
0:3:31	9.90	336
0:3:34	9.90	336
0:3:37	10.80	336
0:3:40	10.80	336
0:3:43	10.80	337
0:3:46	9.90	336
0:3:49	10.80	336
0:3:52	11.70	337
0:3:55	10.80	336
0:3:58	10.80	335
0:4:1	11.70	336
0:4:4	10.80	337
0:4:7	10.80	336
0:4:10	10.80	336
0:4:13	10.80	336
0:4:16	10.80	336
0:4:19	10.80	336
0:4:22	10.80	336
0:4:25	9.90	336
0:4:28	10.80	338
0:4:31	9.90	337
0:4:34	10.80	335
0:4:37	9.90	336
0:4:40	10.80	336
0:4:43	10.80	336
0:4:46	10.80	336
0:4:49	9.90	336
0:4:52	9.90	336
0:4:55	9.90	335
0:4:58	10.80	335
0:5:1	9.90	336
0:5:4	9.90	336
0:5:7	10.80	336
0:5:10	10.80	336
0:5:13	9.90	337
0:5:16	9.00	336
0:5:19	9.00	335
0:5:22	8.10	336
0:5:25	9.00	337
0:5:28	9.00	335
0:5:31	8.10	336
0:5:34	8.10	336
0:5:37	8.10	336
0:5:40	9.00	336
0:5:43	9.00	337
0:5:46	8.10	335
0:5:49	9.00	336
0:5:52	8.10	336
0:5:55	9.90	334
0:5:58	9.00	335
0:6:1	9.00	335
0:6:4	8.10	335
0:6:7	8.10	336
0:6:10	9.00	337
0:6:13	9.00	336
0:6:16	8.10	336
0:6:19	9.90	335
0:6:22	8.10	336
0:6:25	9.00	335
0:6:28	9.00	336
0:6:31	9.00	335
0:6:34	8.10	335
0:6:37	9.00	336
0:6:40	9.00	335
0:6:43	9.00	335
0:6:46	8.10	336
0:6:49	8.10	336
0:6:52	8.10	336
0:6:55	9.00	336
0:6:58	9.00	336
0:7:1	9.00	337
0:7:4	9.90	336
0:7:7	8.10	336
0:7:10	9.00	335
0:7:13	9.00	336
0:7:16	9.00	336
0:7:19	9.00	336
0:7:22	9.00	335
0:7:25	9.00	336
0:7:28	9.00	336
0:7:31	9.00	335
0:7:34	9.00	336
0:7:37	9.90	335
0:7:40	9.00	337
0:7:43	9.90	336
0:7:46	9.00	336
0:7:49	9.00	335
0:7:52	9.00	335
0:7:55	8.10	336
0:7:58	8.10	335
0:8:1	9.00	336
0:8:4	9.00	335
0:8:7	9.00	336
0:8:10	8.10	336
0:8:13	9.00	335
0:8:16	8.10	335
0:8:19	9.00	335
0:8:22	8.10	337
0:8:25	9.00	335
0:8:28	8.10	336
0:8:31	9.00	335
0:8:34	9.00	336
0:8:37	9.00	336
0:8:40	8.10	336
0:8:43	9.00	337
0:8:46	9.00	336
0:8:49	9.00	336
0:8:52	8.10	335
0:8:55	9.00	335
0:8:58	9.90	336
0:9:1	9.00	336
0:9:4	9.90	336
0:9:7	9.00	335
0:9:10	9.90	336
0:9:13	9.00	335
0:9:16	9.90	335
0:9:19	9.00	336
0:9:22	9.00	335
0:9:25	9.00	335
0:9:28	9.00	335
0:9:31	9.00	335
0:9:34	9.00	335
0:9:37	9.00	337
0:9:40	9.00	336
0:9:43	9.90	336
0:9:46	9.00	336
0:9:49	9.90	336
0:9:52	9.00	335
0:9:55	9.00	335
0:9:58	9.00	335
0:10:1	9.00	335
0:10:4	9.00	335
0:10:7	9.00	336
0:10:10	8.10	335
0:10:13	9.00	335
0:10:16	8.10	336
0:10:19	8.10	335
0:10:22	7.20	336
0:10:25	7.20	336
0:10:28	6.30	335
0:10:31	6.30	335
0:10:34	6.30	337
0:10:37	6.30	336
0:10:40	6.30	336
0:10:43	6.30	336
0:10:46	6.30	336
0:10:49	6.30	336
0:10:52	7.20	336
0:10:55	6.30	337
0:10:58	6.30	336
0:11:1	6.30	336
0:11:4	6.30	337
0:11:7	6.30	337
0:11:10	6.30	336
0:11:13	6.30	336
0:11:16	6.30	336
0:11:19	6.30	336
0:11:22	6.30	337
0:11:25	6.30	336
0:11:28	5.40	335
0:11:31	6.30	336
0:11:34	6.30	336
0:11:37	6.30	335
0:11:40	5.40	335
0:11:43	6.30	336
0:11:46	6.30	336
0:11:49	6.30	336
0:11:52	6.30	335
0:11:55	6.30	336
0:11:58	6.30	336
0:12:1	6.30	336
0:12:4	7.20	335
0:12:7	7.20	335
0:12:10	6.30	336
0:12:13	7.20	336
0:12:16	7.20	337
0:12:19	6.30	337
0:12:22	6.30	336
0:12:25	6.30	337
0:12:28	7.20	336
0:12:31	6.30	336
0:12:34	6.30	336
0:12:37	7.20	336
0:12:40	5.40	336
0:12:43	6.30	336
0:12:46	6.30	336
0:12:49	6.30	336
0:12:52	6.30	336
0:12:55	7.20	337
0:12:58	6.30	336
0:13:1	7.20	337
0:13:4	6.30	335
0:13:7	7.20	335
0:13:10	6.30	336
0:13:13	6.30	336
0:13:16	6.30	337
0:13:19	6.30	337
0:13:22	6.30	336
0:13:25	6.30	336
0:13:28	6.30	336
0:13:31	6.30	337
0:13:34	6.30	337
0:13:37	6.30	336
0:13:40	6.30	337
0:13:43	6.30	337
0:13:46	5.40	336
0:13:49	6.30	336
0:13:52	5.40	337
0:13:55	6.30	335
0:13:58	5.40	335
0:14:1	6.30	335
0:14:4	5.40	335
0:14:7	6.30	336
0:14:10	6.30	335
0:14:13	5.40	335
0:14:16	6.30	336
0:14:19	5.40	335
0:14:22	6.30	335
0:14:25	6.30	335
0:14:28	5.40	336
0:14:31	5.40	336
0:14:34	6.30	336
0:14:37	6.30	336
0:14:40	5.40	336
0:14:43	6.30	336
0:14:46	6.30	335
0:14:49	6.30	335
0:14:52	6.30	335
0:14:55	6.30	335
0:14:58	6.30	337
0:15:1	7.20	336
0:15:4	6.30	337
0:15:7	6.30	335
0:15:10	6.30	336
0:15:13	6.30	335
0:15:16	7.20	336
0:15:19	6.30	335
0:15:22	6.30	335
0:15:25	5.40	337
0:15:28	6.30	335
0:15:31	6.30	335
