time	wsp	wdir
0:7:39	7.20	346
0:7:42	8.10	346
0:7:45	7.20	346
0:7:48	7.20	346
0:7:51	7.20	346
0:7:54	8.10	346
0:7:57	7.20	346
0:8:0	8.10	346
0:8:3	7.20	346
0:8:6	8.10	346
0:8:9	8.10	345
0:8:12	8.10	346
0:8:15	9.00	346
0:8:18	8.10	346
0:8:21	8.10	346
0:8:24	8.10	346
0:8:27	8.10	346
0:8:30	8.10	346
0:8:33	8.10	346
0:8:36	7.20	346
0:8:39	7.20	346
0:8:42	8.10	346
0:8:45	8.10	346
0:8:48	7.20	346
0:8:51	7.20	346
0:8:54	8.10	346
0:8:57	7.20	346
0:9:0	7.20	346
0:9:3	7.20	347
0:9:6	7.20	346
0:9:9	8.10	346
0:9:12	8.10	346
0:9:15	8.10	345
0:9:18	8.10	346
0:9:21	8.10	346
0:9:24	8.10	346
0:9:27	8.10	346
0:9:30	7.20	346
0:9:33	8.10	346
0:9:36	7.20	347
0:9:39	8.10	346
0:9:42	8.10	345
0:9:45	8.10	346
0:9:48	8.10	346
0:9:51	8.10	346
0:9:54	7.20	345
0:9:57	8.10	346
0:10:0	8.10	346
0:10:3	8.10	347
0:10:6	7.20	346
0:10:9	7.20	346
0:10:12	5.40	346
0:10:15	4.50	346
0:10:18	6.30	346
0:10:21	5.40	346
0:10:24	5.40	346
0:10:27	5.40	346
0:10:30	5.40	346
0:10:33	5.40	346
0:10:36	4.50	346
0:10:39	5.40	346
0:10:42	6.30	346
0:10:45	4.50	346
0:10:48	5.40	346
0:10:51	5.40	346
0:10:54	4.50	346
0:10:57	5.40	346
0:11:0	4.50	346
0:11:3	5.40	346
0:11:6	5.40	346
0:11:9	5.40	346
0:11:12	4.50	346
0:11:15	5.40	346
0:11:18	5.40	346
0:11:21	5.40	346
0:11:24	4.50	346
0:11:27	5.40	346
0:11:30	5.40	346
0:11:33	5.40	346
0:11:36	4.50	346
0:11:39	5.40	346
0:11:42	5.40	346
0:11:45	5.40	345
0:11:48	5.40	346
0:11:51	6.30	346
0:11:54	5.40	346
0:11:57	5.40	346
0:12:0	5.40	346
0:12:3	5.40	346
0:12:6	5.40	346
0:12:9	5.40	346
0:12:12	5.40	346
0:12:15	5.40	346
0:12:18	5.40	346
0:12:21	5.40	346
0:12:24	5.40	346
0:12:27	4.50	346
0:12:30	5.40	346
0:12:33	4.50	346
0:12:36	5.40	346
0:12:39	5.40	346
0:12:42	4.50	346
0:12:45	5.40	346
0:12:48	5.40	346
0:12:51	5.40	346
0:12:54	5.40	346
0:12:57	5.40	346
0:13:0	5.40	346
0:13:3	6.30	346
0:13:6	5.40	346
0:13:9	5.40	346
0:13:12	5.40	346
0:13:15	5.40	346
0:13:18	5.40	346
0:13:21	6.30	346
0:13:24	5.40	346
0:13:27	5.40	346
0:13:30	5.40	346
0:13:33	4.50	346
0:13:36	5.40	346
0:13:39	5.40	346
0:13:42	5.40	346
0:13:45	4.50	346
0:13:48	5.40	346
0:13:51	5.40	346
0:13:54	5.40	346
0:13:57	5.40	346
0:14:0	6.30	346
0:14:3	5.40	346
0:14:6	5.40	346
0:14:9	5.40	346
0:14:12	5.40	346
0:14:15	5.40	346
0:14:18	5.40	346
0:14:21	5.40	346
0:14:24	5.40	346
0:14:27	5.40	346
0:14:30	5.40	346
0:14:33	4.50	346
0:14:36	5.40	346
0:14:39	5.40	346
0:14:42	6.30	346
0:14:45	5.40	346
0:14:48	5.40	346
0:14:51	5.40	346
0:14:54	6.30	346
0:14:57	5.40	346
0:15:0	5.40	346
0:15:3	4.50	346
0:15:6	5.40	346
0:15:9	6.30	346
0:15:12	5.40	346
0:15:15	4.50	346
0:15:18	5.40	346
