time	wsp	wdir
0:4:13	10.80	345
0:4:16	10.80	345
0:4:19	10.80	346
0:4:22	11.70	344
0:4:25	10.80	345
0:4:28	10.80	346
0:4:31	9.90	346
0:4:34	10.80	345
0:4:37	9.90	345
0:4:40	10.80	345
0:4:43	10.80	346
0:4:46	11.70	345
0:4:49	10.80	345
0:4:52	10.80	345
0:4:55	9.90	345
0:4:58	9.90	346
0:5:1	9.90	344
0:5:4	10.80	346
0:5:7	10.80	346
0:5:10	9.90	345
0:5:13	10.80	345
0:5:16	8.10	345
0:5:19	9.00	346
0:5:22	8.10	345
0:5:25	9.00	346
0:5:28	9.00	346
0:5:31	9.90	346
0:5:34	9.00	346
0:5:37	9.00	345
0:5:40	9.90	345
0:5:43	9.00	346
0:5:46	9.00	346
0:5:49	9.00	345
0:5:52	9.00	346
0:5:55	9.00	345
0:5:58	9.00	346
0:6:1	9.00	345
0:6:4	9.00	345
0:6:7	9.90	345
0:6:10	9.00	345
0:6:13	9.00	345
0:6:16	9.00	345
0:6:19	8.10	345
0:6:22	8.10	344
0:6:25	9.00	345
0:6:28	9.00	345
0:6:31	8.10	345
0:6:34	8.10	346
0:6:37	9.00	346
0:6:40	9.00	345
0:6:43	8.10	345
0:6:46	9.00	345
0:6:49	9.00	345
0:6:52	9.00	344
0:6:55	9.00	345
0:6:58	8.10	345
0:7:1	9.00	345
0:7:4	9.00	345
0:7:7	8.10	344
0:7:10	9.00	345
0:7:13	8.10	345
0:7:16	9.00	345
0:7:19	9.00	346
0:7:22	9.00	345
0:7:25	9.90	345
0:7:28	9.00	345
0:7:31	9.00	345
0:7:34	9.90	345
0:7:37	9.90	345
0:7:40	9.00	345
0:7:43	9.90	345
0:7:46	9.00	345
0:7:49	9.00	344
0:7:52	9.00	346
0:7:55	9.00	345
0:7:58	9.00	345
0:8:1	9.00	345
0:8:4	8.10	345
0:8:7	8.10	345
0:8:10	9.00	345
0:8:13	8.10	345
0:8:16	8.10	345
0:8:19	8.10	346
0:8:22	8.10	345
0:8:25	8.10	346
0:8:28	9.00	345
0:8:31	9.90	345
0:8:34	9.00	345
0:8:37	9.90	345
0:8:40	9.90	345
0:8:43	9.00	345
0:8:46	9.90	345
0:8:49	9.00	346
0:8:52	8.10	345
0:8:55	9.00	344
0:8:58	9.00	345
0:9:1	9.00	346
0:9:4	8.10	346
0:9:7	9.00	345
0:9:10	9.00	345
0:9:13	9.00	346
0:9:16	8.10	346
0:9:19	9.00	345
0:9:22	9.00	344
0:9:25	9.00	344
0:9:28	8.10	345
0:9:31	9.00	345
0:9:34	9.00	345
0:9:37	9.00	345
0:9:40	9.90	345
0:9:43	9.00	345
0:9:46	9.90	344
0:9:49	9.00	345
0:9:52	9.00	346
0:9:55	9.00	345
0:9:58	9.90	345
0:10:1	9.00	345
0:10:4	9.00	345
0:10:7	9.00	345
0:10:10	9.00	345
0:10:13	9.00	346
0:10:16	9.00	345
0:10:19	7.20	345
0:10:22	6.30	345
0:10:25	7.20	345
0:10:28	6.30	345
0:10:31	7.20	344
0:10:34	7.20	345
0:10:37	7.20	345
0:10:40	6.30	345
0:10:43	7.20	345
0:10:46	6.30	345
0:10:49	6.30	345
0:10:52	6.30	345
0:10:55	7.20	345
0:10:58	6.30	345
0:11:1	6.30	345
0:11:4	6.30	345
0:11:7	6.30	345
0:11:10	6.30	345
0:11:13	6.30	345
0:11:16	6.30	345
0:11:19	7.20	345
0:11:22	6.30	345
0:11:25	6.30	345
0:11:28	6.30	345
0:11:31	6.30	345
0:11:34	7.20	345
0:11:37	6.30	345
0:11:40	7.20	344
0:11:43	6.30	344
0:11:46	7.20	344
0:11:49	6.30	345
0:11:52	6.30	344
0:11:55	7.20	345
0:11:58	6.30	345
0:12:1	6.30	344
0:12:4	6.30	344
0:12:7	6.30	344
0:12:10	6.30	345
0:12:13	6.30	345
0:12:16	6.30	344
0:12:19	6.30	345
0:12:22	6.30	345
0:12:25	6.30	345
0:12:28	6.30	345
0:12:31	6.30	345
0:12:34	7.20	345
0:12:37	6.30	345
0:12:40	6.30	345
0:12:43	6.30	345
0:12:46	6.30	345
0:12:49	6.30	345
0:12:52	6.30	345
0:12:55	6.30	345
0:12:58	5.40	345
0:13:1	6.30	345
0:13:4	6.30	346
0:13:7	7.20	346
0:13:10	5.40	346
0:13:13	6.30	345
0:13:16	6.30	345
0:13:19	6.30	345
0:13:22	6.30	345
0:13:25	6.30	345
0:13:28	7.20	346
0:13:31	6.30	346
0:13:34	6.30	345
0:13:37	6.30	345
0:13:40	6.30	345
0:13:43	5.40	345
0:13:46	6.30	346
0:13:49	6.30	345
0:13:52	6.30	345
0:13:55	6.30	345
0:13:58	6.30	345
0:14:1	6.30	345
0:14:4	6.30	345
0:14:7	6.30	345
0:14:10	6.30	345
0:14:13	7.20	345
0:14:16	6.30	345
0:14:19	6.30	345
0:14:22	6.30	345
0:14:25	5.40	346
0:14:28	6.30	345
0:14:31	6.30	345
0:14:34	6.30	345
0:14:37	6.30	345
0:14:40	6.30	345
0:14:43	6.30	345
0:14:46	6.30	345
0:14:49	5.40	345
0:14:52	6.30	345
0:14:55	6.30	345
0:14:58	6.30	345
0:15:1	6.30	345
0:15:4	6.30	345
0:15:7	6.30	345
0:15:10	5.40	345
0:15:13	6.30	345
0:15:16	6.30	345
0:15:19	6.30	345
0:15:22	6.30	345
