time	wsp	wdir
0:12:34	4.50	38
0:12:37	5.40	38
0:12:40	4.50	38
0:12:43	5.40	38
0:12:46	5.40	38
0:12:49	4.50	38
0:12:52	5.40	38
0:12:55	4.50	38
0:12:58	5.40	38
0:13:1	5.40	38
0:13:4	4.50	38
0:13:7	5.40	38
0:13:10	5.40	38
0:13:13	4.50	38
0:13:16	5.40	38
0:13:19	5.40	38
0:13:22	5.40	38
0:13:25	5.40	38
0:13:28	4.50	38
0:13:31	4.50	38
0:13:34	5.40	38
0:13:37	4.50	38
0:13:40	4.50	38
0:13:43	5.40	38
0:13:46	4.50	38
0:13:49	5.40	38
0:13:52	4.50	38
0:13:55	5.40	38
0:13:58	5.40	38
0:14:1	4.50	38
0:14:4	5.40	38
0:14:7	4.50	38
0:14:10	5.40	38
0:14:13	5.40	38
0:14:16	4.50	38
0:14:19	5.40	38
0:14:22	4.50	38
0:14:25	5.40	38
0:14:28	4.50	38
0:14:31	5.40	38
0:14:34	5.40	38
0:14:37	5.40	38
0:14:40	5.40	38
0:14:43	5.40	38
0:14:46	4.50	38
0:14:49	5.40	38
0:14:52	5.40	38
0:14:55	5.40	38
0:14:58	4.50	38
0:15:1	5.40	38
0:15:4	5.40	38
0:15:7	5.40	38
0:15:10	4.50	38
0:15:13	5.40	38
0:15:16	5.40	38
0:15:19	5.40	38
0:15:22	5.40	38
0:15:25	4.50	38
