time	wsp	wdir
0:0:4	0.00	359
0:0:7	0.00	359
0:0:10	0.00	359
0:0:13	4.50	343
0:0:16	9.00	342
0:0:19	9.90	342
0:0:22	9.90	341
0:0:25	9.90	342
0:0:28	9.90	342
0:0:31	9.00	342
0:0:34	9.00	342
0:0:37	9.90	342
0:0:40	9.90	342
0:0:43	9.00	342
0:0:46	9.90	342
0:0:49	9.90	342
0:0:52	9.90	342
0:0:55	9.90	342
0:0:58	9.90	342
0:1:1	9.90	343
0:1:4	10.80	342
0:1:7	9.90	341
0:1:10	9.90	343
0:1:13	9.90	342
0:1:16	9.90	342
0:1:19	9.00	342
0:1:22	9.90	342
0:1:25	9.90	342
0:1:28	9.90	342
0:1:31	10.80	343
0:1:34	10.80	342
0:1:37	9.90	342
0:1:40	10.80	342
0:1:43	9.90	342
0:1:46	10.80	341
0:1:49	9.90	342
0:1:52	9.90	342
0:1:55	9.90	341
0:1:58	10.80	342
0:2:1	10.80	342
0:2:4	10.80	341
0:2:7	10.80	342
0:2:10	10.80	341
0:2:13	10.80	341
0:2:16	9.90	342
0:2:19	9.90	341
0:2:22	10.80	342
0:2:25	9.90	342
0:2:28	9.90	342
0:2:31	10.80	342
0:2:34	10.80	342
0:2:37	10.80	342
0:2:40	10.80	342
0:2:43	10.80	342
0:2:46	10.80	342
0:2:49	9.90	342
0:2:52	10.80	342
0:2:55	9.90	341
0:2:58	9.90	342
0:3:1	9.90	342
0:3:4	9.00	342
0:3:7	9.90	342
0:3:10	9.90	342
0:3:13	9.00	342
0:3:16	9.90	342
0:3:19	9.00	342
0:3:22	10.80	342
0:3:25	9.90	342
0:3:28	9.90	341
0:3:31	9.90	342
0:3:34	9.90	342
0:3:37	10.80	342
0:3:40	9.90	341
0:3:43	10.80	341
0:3:46	9.90	342
0:3:49	10.80	342
0:3:52	9.90	342
0:3:55	9.90	342
0:3:58	9.90	342
0:4:1	9.90	342
0:4:4	9.90	342
0:4:7	10.80	342
0:4:10	9.00	342
0:4:13	9.90	342
0:4:16	9.90	342
0:4:19	9.90	342
0:4:22	9.00	342
0:4:25	9.90	342
0:4:28	9.00	341
0:4:31	10.80	342
0:4:34	10.80	342
0:4:37	10.80	342
0:4:40	10.80	341
