time	wsp	wdir
0:7:51	8.10	339
0:7:54	8.10	339
0:7:57	9.00	339
0:8:0	8.10	340
0:8:3	8.10	339
0:8:6	9.00	339
0:8:9	8.10	339
0:8:12	8.10	339
0:8:15	8.10	339
0:8:18	9.00	339
0:8:21	9.90	340
0:8:24	8.10	338
0:8:27	9.00	339
0:8:30	8.10	339
0:8:33	8.10	339
0:8:36	9.00	339
0:8:39	8.10	340
0:8:42	8.10	339
0:8:45	8.10	339
0:8:48	8.10	340
0:8:51	8.10	339
0:8:54	8.10	339
0:8:57	9.00	339
0:9:0	8.10	339
0:9:3	9.00	339
0:9:6	9.00	340
0:9:9	8.10	339
0:9:12	9.00	338
0:9:15	8.10	339
0:9:18	9.00	339
0:9:21	8.10	339
0:9:24	9.90	339
0:9:27	9.00	339
0:9:30	8.10	338
0:9:33	9.00	339
0:9:36	9.00	338
0:9:39	8.10	339
0:9:42	9.00	339
0:9:45	9.00	339
0:9:48	8.10	339
0:9:51	8.10	339
0:9:54	8.10	339
0:9:57	8.10	339
0:10:0	9.00	339
0:10:3	8.10	338
0:10:6	9.00	339
0:10:9	8.10	339
0:10:12	8.10	339
0:10:15	6.30	339
0:10:18	6.30	339
0:10:21	6.30	339
0:10:24	6.30	339
0:10:27	6.30	339
0:10:30	6.30	339
0:10:33	6.30	339
0:10:36	7.20	339
0:10:39	5.40	339
0:10:42	6.30	339
0:10:45	6.30	339
0:10:48	5.40	339
0:10:51	6.30	339
0:10:54	5.40	339
0:10:57	6.30	339
0:11:0	5.40	339
0:11:3	6.30	339
0:11:6	6.30	339
0:11:9	6.30	339
0:11:12	6.30	339
0:11:15	5.40	339
0:11:18	6.30	339
0:11:21	6.30	339
0:11:24	6.30	339
0:11:27	6.30	339
0:11:30	6.30	339
0:11:33	6.30	339
0:11:36	5.40	339
0:11:39	6.30	339
0:11:42	5.40	339
0:11:45	6.30	339
0:11:48	5.40	339
0:11:51	6.30	339
0:11:54	6.30	339
0:11:57	6.30	339
0:12:0	5.40	339
0:12:3	6.30	339
0:12:6	5.40	339
0:12:9	6.30	339
0:12:12	6.30	339
0:12:15	6.30	339
0:12:18	5.40	339
0:12:21	6.30	339
0:12:24	6.30	339
0:12:27	6.30	339
0:12:30	6.30	339
0:12:33	6.30	339
0:12:36	6.30	339
0:12:39	6.30	339
0:12:42	6.30	339
0:12:45	6.30	339
0:12:48	6.30	339
0:12:51	6.30	339
0:12:54	6.30	339
0:12:57	6.30	339
0:13:0	6.30	339
0:13:3	6.30	339
0:13:6	6.30	339
0:13:9	6.30	339
0:13:12	6.30	339
0:13:15	6.30	339
0:13:18	6.30	339
0:13:21	7.20	339
0:13:24	6.30	339
0:13:27	6.30	339
0:13:30	6.30	339
0:13:33	7.20	339
0:13:36	6.30	339
0:13:39	6.30	339
0:13:42	6.30	339
0:13:45	6.30	339
0:13:48	6.30	339
0:13:51	6.30	339
0:13:54	6.30	339
0:13:57	5.40	339
0:14:0	6.30	339
0:14:3	6.30	339
0:14:6	5.40	339
0:14:9	6.30	339
0:14:12	6.30	339
0:14:15	6.30	339
0:14:18	6.30	339
0:14:21	7.20	339
0:14:24	7.20	339
0:14:27	6.30	339
0:14:30	7.20	339
0:14:33	6.30	339
0:14:36	6.30	339
0:14:39	6.30	339
0:14:42	7.20	339
0:14:45	6.30	339
0:14:48	6.30	339
0:14:51	6.30	339
0:14:54	6.30	339
0:14:57	6.30	339
0:15:0	6.30	339
0:15:3	6.30	339
0:15:6	6.30	339
0:15:9	6.30	339
0:15:12	6.30	339
0:15:15	6.30	339
