time	wsp	wdir
0:0:3	6.30	339
0:0:6	9.90	339
0:0:9	9.90	340
0:0:12	10.80	340
0:0:15	9.90	340
0:0:18	9.90	339
0:0:21	9.90	340
0:0:24	9.00	340
0:0:27	10.80	339
0:0:30	9.90	338
0:0:33	10.80	339
0:0:36	10.80	339
0:0:39	10.80	339
0:0:42	9.90	340
0:0:45	9.90	338
0:0:48	9.90	339
0:0:51	10.80	339
0:0:54	9.90	340
0:0:57	9.00	339
0:1:0	10.80	340
0:1:3	10.80	340
0:1:6	10.80	339
0:1:9	10.80	339
0:1:12	10.80	340
0:1:15	10.80	339
0:1:18	10.80	339
0:1:21	9.90	339
0:1:24	10.80	339
0:1:27	10.80	339
0:1:30	9.90	339
0:1:33	10.80	339
0:1:36	10.80	339
0:1:39	9.90	340
0:1:42	10.80	339
0:1:45	10.80	340
0:1:48	9.90	340
0:1:51	9.90	340
0:1:54	9.90	339
0:1:57	9.90	340
0:2:0	9.90	340
0:2:3	9.00	339
0:2:6	9.90	339
0:2:9	10.80	340
0:2:12	10.80	340
0:2:15	9.90	340
0:2:18	10.80	340
0:2:21	10.80	339
0:2:24	10.80	339
0:2:27	10.80	339
0:2:30	11.70	338
0:2:33	9.90	340
0:2:36	10.80	340
0:2:39	10.80	340
0:2:42	9.90	339
0:2:45	9.90	339
0:2:48	9.90	340
0:2:51	10.80	340
0:2:54	9.90	339
0:2:57	10.80	339
0:3:0	10.80	339
0:3:3	9.90	339
0:3:6	9.90	339
0:3:9	9.90	340
0:3:12	10.80	339
0:3:15	9.90	339
0:3:18	10.80	339
0:3:21	9.90	340
0:3:24	9.90	339
0:3:27	9.90	339
0:3:30	10.80	339
0:3:33	9.90	340
0:3:36	9.90	339
0:3:39	9.90	339
0:3:42	10.80	340
0:3:45	9.90	339
0:3:48	10.80	340
0:3:51	9.90	340
0:3:54	9.90	340
0:3:57	9.90	340
0:4:0	9.90	340
0:4:3	10.80	339
0:4:6	10.80	339
0:4:9	10.80	339
0:4:12	10.80	339
0:4:15	9.90	339
0:4:18	10.80	340
0:4:21	9.90	339
0:4:24	9.90	339
0:4:27	10.80	340
0:4:30	9.90	340
0:4:33	9.00	339
0:4:36	9.90	339
0:4:39	10.80	339
0:4:42	9.90	339
0:4:45	10.80	340
0:4:48	10.80	339
0:4:51	10.80	339
0:4:54	10.80	339
0:4:57	10.80	338
0:5:0	10.80	339
0:5:3	10.80	339
0:5:6	10.80	340
0:5:9	9.90	339
0:5:12	9.00	340
0:5:15	9.00	339
0:5:18	9.00	339
0:5:21	8.10	339
0:5:24	9.90	339
0:5:27	9.00	339
0:5:30	9.00	339
0:5:33	8.10	339
0:5:36	9.00	340
0:5:39	9.00	339
0:5:42	9.00	339
0:5:45	9.00	339
0:5:48	9.00	339
0:5:51	9.90	339
0:5:54	8.10	339
0:5:57	8.10	339
0:6:0	9.00	339
0:6:3	8.10	339
0:6:6	9.00	339
0:6:9	9.00	339
0:6:12	8.10	339
0:6:15	9.00	339
0:6:18	8.10	339
0:6:21	8.10	339
0:6:24	9.00	340
0:6:27	8.10	339
0:6:30	8.10	339
0:6:33	8.10	339
0:6:36	8.10	339
0:6:39	9.00	340
0:6:42	8.10	339
0:6:45	8.10	339
0:6:48	8.10	339
0:6:51	9.00	338
0:6:54	8.10	339
0:6:57	9.00	339
0:7:0	9.00	339
0:7:3	8.10	339
0:7:6	9.00	338
0:7:9	9.00	339
0:7:12	9.00	339
0:7:15	9.00	339
0:7:18	9.90	339
0:7:21	9.00	339
0:7:24	9.00	339
0:7:27	8.10	339
0:7:30	9.00	339
0:7:33	8.10	339
0:7:36	9.00	338
0:7:39	9.00	339
0:7:42	9.00	339
0:7:45	8.10	339
0:7:48	9.00	339
